	PO59	PO47	SD1	PO82	PO78	PO81	SD22	PO44	SD37	SD43	PO57	PO61	SD18	SD35	PO65	SD32	PO76	SD7	SD30	SD23	SD15	SD26	SD38	SD28	SD24	SD9	SD27	PO60	PO79	PO80	SD39	CLASS
7069	0	0	3	0	0	0	2	0	4	6	0	0	6	5	0	6	0	4	1	0	1	3	1	1	2	4	1	0	0	0	1	0
7070	0	5	35	0	0	0	2	0	2	5	0	0	6	5	0	9	0	5	5	2	3	2	2	3	6	3	3	0	0	0	3	0
7071	3	6	30	0	0	0	3	1	6	2	0	0	7	9	1	5	0	5	9	6	2	0	2	5	0	4	3	0	0	1	2	0
7072	4	0	41	0	0	0	0	2	0	4	0	0	0	5	1	6	1	4	4	0	4	0	0	0	0	4	0	0	0	1	9	0
7073	0	0	30	0	0	0	0	0	2	1	0	0	5	5	0	5	0	6	2	0	0	0	4	3	5	3	4	0	0	0	4	0
7074	4	6	12	0	0	0	5	2	2	7	0	0	4	5	1	9	0	6	0	2	6	3	4	4	1	3	2	0	0	1	4	0
7075	4	6	10	0	0	0	3	2	0	8	0	0	3	5	1	8	0	5	1	2	6	2	5	3	0	3	3	0	0	1	4	0
7076	3	6	41	0	0	0	3	0	5	4	0	0	5	6	0	7	0	5	1	1	6	0	2	4	2	2	2	0	0	1	2	0
7077	2	6	31	0	0	0	1	2	6	1	0	0	8	9	1	5	0	2	9	2	2	1	3	4	6	6	1	0	0	1	1	0
7078	4	0	33	0	0	0	3	2	2	3	0	0	7	7	1	6	0	4	5	4	6	1	4	6	2	5	1	0	0	1	3	0
7079	4	6	23	0	0	0	4	2	3	3	0	0	5	9	1	4	0	3	7	2	1	3	5	4	3	5	2	0	0	1	2	0
7080	0	5	38	0	0	0	3	0	3	4	0	0	4	8	0	8	0	6	9	1	7	1	5	4	5	1	5	0	0	0	2	0
7081	5	5	38	0	0	0	2	2	0	3	0	0	0	4	1	6	2	6	0	0	5	0	0	0	0	3	4	0	0	1	5	0
7082	0	6	24	0	0	0	6	0	7	2	0	0	3	8	0	5	0	3	9	1	1	4	1	3	3	4	3	0	0	0	1	0
7083	4	0	31	0	0	0	2	2	5	1	0	0	9	9	1	7	1	2	9	4	3	0	4	7	4	7	0	0	0	1	0	0
7084	0	0	7	0	0	0	4	0	1	6	0	0	1	5	0	6	0	5	7	0	4	1	1	3	1	4	5	0	0	0	8	0
7085	0	0	13	0	0	0	0	0	0	6	0	0	0	8	0	6	0	4	9	0	5	6	4	0	4	5	0	0	0	0	5	0
7086	4	5	33	0	0	0	2	2	0	3	0	0	7	9	1	5	0	7	2	4	5	0	5	5	2	2	4	0	0	1	4	0
7087	0	6	29	0	0	0	3	0	0	3	0	0	7	7	0	5	0	4	1	3	6	0	7	5	3	4	2	0	0	0	2	0
7088	0	0	8	0	0	0	5	0	1	7	0	0	2	4	0	9	0	5	0	2	7	3	2	2	1	1	3	0	0	0	7	0
7089	0	0	29	0	0	0	1	0	0	3	0	0	8	7	0	5	0	4	1	2	7	0	8	7	6	4	1	0	0	0	1	1
7090	4	6	1	0	0	0	2	2	1	8	0	0	2	3	1	6	0	4	0	1	4	2	3	2	1	3	3	0	0	1	4	0
7091	4	0	12	0	0	0	5	2	0	7	0	0	4	6	1	7	0	5	4	2	9	2	9	3	2	0	5	0	0	1	0	0
7092	4	6	31	0	0	0	3	2	1	1	0	0	7	9	1	6	0	5	4	3	3	0	7	6	4	2	2	0	0	1	2	0
7093	4	6	10	0	0	0	2	2	0	8	0	0	0	2	1	7	0	7	0	0	6	2	0	0	0	0	0	0	0	1	7	0
7094	0	0	8	0	0	0	2	0	1	7	0	0	2	4	0	6	0	6	2	2	6	2	1	3	1	2	1	0	0	0	5	0
7095	0	0	8	0	0	0	3	0	1	7	0	0	2	4	0	6	0	4	1	1	6	2	1	1	1	4	3	0	0	0	6	0
7096	0	0	3	0	0	0	2	0	3	6	0	0	4	6	0	5	0	4	4	0	4	2	3	2	2	5	2	0	0	0	3	0
7097	4	5	24	0	0	0	3	2	6	2	0	0	5	7	1	6	0	4	5	6	4	3	3	6	1	5	0	0	0	1	0	0
7098	0	0	39	0	0	0	2	0	1	5	0	0	6	8	0	8	0	4	9	4	6	1	6	5	4	2	2	0	0	0	2	0
7099	0	0	31	0	0	0	1	2	6	1	0	0	8	2	1	6	0	2	9	4	3	0	0	0	4	3	0	0	0	0	3	0
7100	4	6	27	0	0	0	3	2	4	1	0	0	7	9	1	0	0	5	8	3	0	0	5	4	2	0	1	0	0	1	0	0
7101	0	6	6	0	0	0	1	0	0	8	0	0	8	6	0	6	0	5	1	0	8	1	0	1	1	3	8	0	0	0	9	0
7102	0	0	8	0	0	0	4	0	4	7	0	0	5	5	0	7	0	7	9	1	3	0	4	4	5	2	5	0	0	0	2	0
7103	0	5	37	0	0	0	5	0	3	5	0	0	0	6	0	9	0	0	9	0	0	3	6	4	0	6	0	0	0	0	0	0
7104	0	0	38	0	0	0	2	0	0	4	0	0	7	7	0	9	0	6	2	7	5	0	9	9	0	3	0	0	0	0	0	0
7105	0	0	32	0	0	0	4	0	8	1	0	0	7	9	0	7	0	4	9	0	2	1	1	3	5	3	1	0	0	0	1	0
7106	0	0	11	0	0	0	2	0	0	6	0	0	5	5	0	6	0	8	3	2	5	1	0	3	1	1	4	0	0	0	7	0
7107	3	0	31	0	0	0	3	0	7	1	0	0	8	9	0	8	0	7	9	0	3	1	1	8	6	2	1	0	0	2	1	0
7108	3	0	33	0	0	0	5	0	1	3	0	0	5	9	0	5	0	5	2	2	8	2	7	5	2	4	3	0	0	1	2	0
7109	3	6	33	0	0	0	4	2	0	3	0	0	7	7	1	8	0	7	3	4	2	1	5	5	1	2	1	0	0	1	4	0
7110	0	6	37	0	0	0	3	2	2	4	0	0	5	7	1	4	0	4	3	3	2	1	3	3	2	4	3	0	0	0	1	0
7111	2	0	23	0	0	0	2	0	4	3	0	0	3	8	0	6	0	5	7	1	2	2	3	2	4	2	1	0	0	1	3	0
7112	0	0	23	0	0	0	7	0	3	3	0	0	2	7	0	6	2	5	8	2	2	4	6	4	1	4	1	0	0	0	1	0
7113	0	6	39	0	0	0	0	0	2	5	0	0	4	5	0	7	0	7	1	2	7	0	3	2	4	0	2	0	0	0	2	0
7114	2	0	35	0	0	0	3	2	0	5	0	0	9	6	1	6	0	4	3	3	5	4	9	0	2	4	5	0	0	1	0	0
7115	0	0	4	0	0	0	5	2	1	6	0	0	1	4	1	2	0	8	5	1	5	3	4	2	1	1	2	0	0	0	4	0
7116	2	0	33	0	0	0	3	0	7	3	0	0	6	7	0	7	2	3	9	3	7	1	2	6	4	4	1	0	0	1	1	0
7117	0	0	8	0	0	0	9	0	5	7	0	0	6	5	0	6	0	4	7	0	2	3	3	5	0	4	1	0	0	0	1	0
7118	0	6	3	0	0	0	2	2	2	6	0	0	1	3	1	7	0	4	6	0	2	0	4	2	1	5	2	0	0	0	4	0
7119	4	5	33	0	0	0	3	2	0	3	0	0	9	7	1	7	1	6	3	3	6	0	4	9	2	2	0	0	0	1	0	0
7120	7	0	37	0	0	0	7	0	0	4	0	0	0	5	0	7	0	3	0	0	0	0	0	4	2	5	5	0	0	1	9	0
7121	3	5	33	0	0	0	4	2	1	3	0	0	6	7	1	6	0	5	2	0	4	3	8	1	1	3	5	0	0	1	0	0
7122	0	0	38	0	0	0	1	0	6	4	0	0	7	7	0	6	0	4	9	3	2	1	3	6	5	2	3	0	0	0	1	0
7123	4	0	33	0	0	0	0	0	9	3	0	0	4	7	0	5	0	3	9	4	9	0	0	4	5	5	5	0	0	1	0	0
7124	4	6	33	0	0	0	2	2	3	3	0	0	6	7	1	5	0	5	2	4	5	1	3	5	3	4	3	0	0	2	3	0
7125	4	6	33	0	0	0	2	0	2	3	0	0	7	7	0	6	0	5	4	2	4	2	5	4	3	3	3	0	0	1	1	0
7126	4	6	1	0	0	0	0	2	4	8	0	0	4	5	1	5	0	4	6	2	3	0	4	4	4	4	0	0	0	1	0	1
7127	0	0	39	0	0	0	3	0	3	5	0	0	4	6	0	6	2	4	8	2	4	2	4	4	3	3	3	0	0	0	3	0
7128	3	0	22	0	0	0	2	2	2	2	0	0	6	8	1	7	0	1	8	4	5	2	3	4	3	8	1	0	0	1	3	0
7129	4	0	32	0	0	0	5	2	2	1	0	0	5	5	1	7	0	5	4	3	3	1	3	5	1	3	3	0	0	1	4	0
7130	0	0	7	0	0	0	0	0	2	7	0	0	6	0	0	6	1	0	0	0	5	0	4	0	0	9	6	0	0	0	4	0
7131	3	0	34	0	0	0	5	0	0	6	0	0	3	5	0	5	0	4	2	2	4	1	2	4	1	5	3	0	0	1	3	0
7132	2	0	38	0	0	0	4	2	4	4	0	0	8	6	1	7	0	2	9	1	8	0	0	4	3	4	1	0	0	1	5	0
7133	3	6	4	0	0	0	2	2	1	6	0	0	4	5	1	5	0	5	1	2	1	1	3	1	1	3	3	0	0	1	3	0
7134	3	0	29	0	0	0	1	2	0	3	0	0	8	7	1	5	0	4	1	2	7	0	8	7	6	4	1	0	0	1	1	0
7135	4	0	29	0	0	0	4	2	3	3	0	0	5	7	1	5	0	4	2	2	3	2	3	4	2	4	3	0	0	1	3	0
7136	0	6	33	0	0	0	4	0	0	3	0	0	5	6	0	7	0	7	0	2	4	1	5	4	2	2	3	0	0	0	4	0
7137	0	0	33	0	0	0	0	0	2	3	0	0	5	5	0	7	0	5	4	4	6	0	2	5	3	4	2	0	0	0	3	0
7138	0	0	1	0	0	0	0	0	0	8	0	0	2	2	0	3	0	2	0	0	4	0	2	0	0	5	2	0	0	0	5	1
7139	4	0	37	0	0	0	3	0	3	4	0	0	5	7	0	7	0	4	6	3	3	2	4	5	2	3	2	0	0	1	3	0
7140	4	0	9	0	0	0	4	0	1	4	0	0	2	6	0	7	0	4	6	2	5	2	3	2	2	4	3	0	0	1	5	0
7141	4	0	6	0	0	0	7	2	0	8	0	0	0	7	1	7	0	7	0	0	3	3	6	0	0	0	4	0	0	1	3	0
7142	0	0	33	0	0	0	1	0	4	3	0	0	8	7	0	4	0	4	1	4	3	1	3	6	3	3	3	0	0	0	3	0
7143	3	0	35	0	0	0	0	0	2	5	0	0	2	2	0	9	0	2	0	2	2	0	2	1	0	7	4	0	0	1	5	0
7144	4	0	33	0	0	0	1	0	7	3	0	0	8	9	0	7	0	8	1	4	2	1	1	4	0	1	5	0	0	1	2	0
7145	4	6	3	0	0	0	2	0	3	6	0	0	6	7	0	6	0	5	6	3	4	1	4	4	2	3	2	0	0	1	2	0
7146	4	0	30	0	0	0	4	2	2	2	0	0	5	7	1	4	0	4	2	1	5	2	2	3	2	4	4	0	0	1	2	0
7147	4	0	34	0	0	0	1	0	2	6	0	0	6	7	0	4	0	3	5	3	3	2	5	3	2	5	4	0	0	1	1	0
7148	0	5	24	0	0	0	2	0	4	2	0	0	6	6	0	6	0	4	8	2	3	1	4	5	5	3	2	0	0	0	1	0
7149	3	6	40	0	0	0	3	2	0	3	0	0	2	3	1	4	0	6	0	0	4	2	4	2	1	3	2	0	0	1	4	0
7150	6	6	33	0	0	0	2	0	0	3	0	0	6	3	0	6	0	9	0	5	7	2	5	5	0	0	2	0	0	1	4	0
7151	3	0	39	0	0	0	0	2	3	5	0	0	6	6	1	6	0	9	0	3	6	3	4	6	3	0	0	0	0	1	2	0
7152	3	6	31	0	0	0	0	0	9	1	0	0	9	7	0	3	0	9	9	3	9	4	0	5	5	0	0	0	0	1	0	0
7153	2	0	23	0	0	0	2	1	4	3	0	0	3	8	1	6	0	5	7	1	2	2	3	2	4	2	1	0	0	1	3	0
7154	3	0	34	0	0	0	5	0	2	6	0	0	5	9	0	8	0	7	4	1	5	1	5	4	4	2	5	0	0	1	2	0
7155	4	6	8	0	0	0	4	2	1	7	0	0	2	5	1	7	0	5	1	3	7	3	3	3	1	3	2	0	0	1	4	1
7156	2	6	36	0	0	0	0	0	0	3	0	0	9	7	0	6	0	4	9	5	9	0	4	5	4	3	0	0	0	1	5	1
7157	0	0	30	0	0	0	3	0	2	2	0	0	9	9	0	6	0	3	9	0	3	0	5	5	6	4	0	0	0	0	3	0
7158	4	0	39	0	0	0	2	2	3	5	0	0	4	5	1	6	1	4	4	2	4	2	3	3	1	4	3	0	0	1	3	0
7159	0	6	37	0	0	0	4	0	2	4	0	0	5	5	0	5	0	6	2	2	4	2	4	4	2	2	3	0	0	0	3	0
7160	4	0	33	0	0	0	3	2	5	3	0	0	5	7	1	6	0	7	9	2	9	0	2	5	3	0	3	0	0	1	3	0
7161	0	6	9	0	0	0	3	0	6	4	0	0	4	8	0	4	0	4	8	4	4	2	3	4	0	5	1	0	0	0	1	0
7162	3	0	33	0	0	0	2	0	0	3	0	0	7	7	0	7	0	6	1	1	4	2	5	5	5	1	2	0	0	1	4	0
7163	0	0	38	0	0	0	0	0	4	3	0	0	9	9	0	5	0	3	5	5	5	0	5	6	4	6	0	0	0	0	0	0
7164	0	6	37	0	0	0	3	0	2	4	0	0	4	7	0	6	0	4	7	3	6	2	3	2	1	3	3	0	0	0	4	0
7165	0	0	33	0	0	0	0	0	5	3	0	0	7	7	0	5	0	4	3	3	5	0	4	3	3	4	2	0	0	0	0	0
7166	2	0	11	0	0	0	2	2	0	6	0	0	5	5	1	6	0	8	3	2	5	1	0	3	1	1	4	0	0	1	7	0
7167	3	0	23	0	0	0	4	2	5	3	0	0	3	7	1	6	0	4	8	1	1	1	2	3	3	3	4	0	0	1	2	0
7168	3	0	1	0	0	0	3	2	0	8	0	0	2	0	1	5	0	5	0	1	4	2	0	1	0	0	3	0	0	1	8	0
7169	2	0	31	0	0	0	0	1	6	1	0	0	7	9	1	5	0	4	9	5	2	0	3	6	4	5	0	0	0	1	0	0
7170	0	0	24	0	0	0	2	0	5	2	0	0	4	8	0	6	0	4	8	2	2	1	4	4	4	4	3	0	0	0	1	0
7171	4	6	33	0	0	0	0	2	5	3	0	0	7	8	1	4	0	5	2	6	6	0	2	6	0	4	2	0	0	1	3	0
7172	4	6	33	0	0	0	0	2	8	3	0	0	8	8	1	5	0	6	3	6	6	0	1	7	0	3	2	0	0	1	1	0
7173	4	6	10	0	0	0	5	2	3	8	0	0	3	5	1	9	0	3	1	3	8	3	2	3	1	1	3	0	0	1	4	0
7174	0	5	24	0	0	0	3	0	5	2	0	0	3	5	0	5	0	6	4	1	2	1	2	3	2	2	3	0	0	0	3	0
7175	3	6	5	0	0	0	4	0	2	3	0	0	3	7	0	6	0	4	6	2	2	3	3	3	1	4	2	0	0	1	3	0
7176	0	0	22	0	0	0	0	0	3	2	0	0	6	7	0	5	0	3	4	6	6	1	5	4	2	4	4	0	0	0	2	0
7177	0	6	39	0	0	0	0	0	0	5	0	0	4	3	0	7	0	4	3	0	9	0	0	4	6	4	5	0	0	0	0	0
7178	0	5	9	0	0	0	3	0	6	4	0	0	6	9	0	6	0	4	8	3	6	2	2	5	4	5	1	0	0	0	1	0
7179	0	0	22	0	0	0	3	2	2	2	0	0	5	7	1	7	0	3	8	2	4	1	6	5	3	6	2	0	0	0	2	0
7180	2	0	4	0	0	0	5	0	0	5	0	0	0	4	0	4	0	3	2	0	2	2	0	0	0	5	3	0	0	1	2	0
7181	0	5	38	0	0	0	2	0	3	4	0	0	5	9	0	7	0	3	9	3	7	0	6	5	3	5	2	0	0	0	0	0
7182	3	0	3	0	0	0	6	0	1	6	0	0	1	5	0	5	0	5	1	1	4	2	4	1	1	3	4	0	0	1	2	0
7183	1	0	23	0	0	0	2	2	4	3	0	0	3	8	1	6	0	5	7	1	2	2	3	2	4	2	1	0	0	1	3	0
7184	0	0	12	0	0	0	3	0	1	7	0	0	4	5	0	7	0	4	4	0	5	2	3	4	3	5	1	0	0	0	5	1
7185	0	6	8	0	0	0	5	0	1	7	0	0	2	5	0	6	0	7	0	1	4	2	4	2	1	1	3	0	0	0	4	0
7186	6	6	38	0	0	0	2	0	7	3	0	0	7	5	0	6	0	4	6	0	7	2	2	2	3	4	5	0	0	1	0	0
7187	0	0	31	0	0	0	3	0	3	1	0	0	7	8	0	7	0	3	8	4	5	1	5	6	3	5	1	0	0	0	2	1
7188	0	6	8	0	0	0	5	0	1	7	0	0	4	8	0	7	0	4	1	2	6	3	6	4	1	4	1	0	0	0	3	0
7189	5	6	8	0	0	0	7	0	1	7	0	0	1	4	0	5	0	0	1	1	4	4	6	1	1	2	2	0	0	1	2	1
7190	0	0	28	0	0	0	5	0	2	1	0	0	4	4	0	5	0	5	3	2	2	2	3	3	0	3	4	0	0	0	5	0
7191	0	0	34	0	0	0	3	0	3	6	0	0	4	5	0	6	0	4	2	0	2	4	2	2	4	4	3	0	0	0	0	0
7192	2	0	24	0	0	0	6	2	2	2	0	0	2	8	1	4	0	2	8	1	2	4	5	2	1	5	1	0	0	1	1	0
7193	2	0	11	0	0	0	4	0	2	6	0	0	3	6	0	6	0	4	3	1	4	2	3	2	2	3	3	0	0	1	4	0
7194	5	0	33	0	0	0	3	0	3	3	0	0	6	4	0	6	0	6	0	2	4	0	1	5	3	3	0	0	0	2	3	0
7195	0	6	29	0	0	0	4	0	3	3	0	0	5	7	0	5	0	4	2	2	3	2	3	4	2	4	3	0	0	0	3	0
7196	0	6	37	0	0	0	5	0	0	4	0	0	6	8	0	8	0	5	1	3	6	2	6	4	1	4	4	0	0	0	3	0
7197	0	6	31	0	0	0	0	2	0	1	0	0	9	9	1	4	0	2	5	0	5	0	5	9	9	5	0	0	0	0	4	0
7198	0	6	6	0	0	0	4	0	0	8	0	0	0	5	0	3	0	3	9	0	4	0	0	0	0	4	4	0	0	0	6	0
7199	3	0	10	0	0	0	3	0	1	8	0	0	0	8	0	7	0	4	5	3	9	0	6	9	3	4	0	0	0	1	2	0
7200	0	5	33	0	0	0	2	0	7	3	0	0	7	7	0	2	0	4	7	0	4	0	2	1	7	4	2	0	0	0	0	0
7201	3	0	38	0	0	0	3	0	0	4	0	0	3	9	0	7	0	4	0	1	3	4	5	3	5	2	1	0	0	1	3	0
7202	0	6	1	0	0	0	2	0	0	8	0	0	1	0	0	5	0	4	0	0	5	5	3	1	0	4	0	0	0	0	6	0
7203	0	0	33	0	0	0	2	0	2	3	0	0	6	9	0	4	0	4	0	6	6	2	5	6	2	5	2	0	0	0	2	0
7204	4	0	6	0	0	0	3	2	2	8	0	0	3	4	1	7	0	4	0	0	6	2	3	1	1	4	3	0	0	1	3	0
7205	4	6	8	0	0	0	7	0	0	7	0	0	0	7	0	7	0	7	0	0	3	3	6	0	0	0	4	0	0	1	3	0
7206	3	6	1	0	0	0	0	2	2	8	0	0	2	2	1	9	0	2	0	2	2	0	2	1	0	7	4	0	0	1	5	0
7207	4	0	35	0	0	0	3	2	0	5	0	0	6	7	1	7	0	6	0	3	4	1	7	4	3	2	4	0	0	1	2	0
7208	0	0	39	0	0	0	1	0	1	5	0	0	7	9	0	6	0	6	6	5	8	1	7	7	3	3	1	0	0	0	2	0
7209	0	0	34	0	0	0	0	0	4	6	0	0	5	9	0	5	0	2	9	9	7	0	5	9	0	5	0	0	0	0	0	0
7210	3	0	33	0	0	0	2	2	3	3	0	0	6	7	1	5	0	5	2	4	5	1	3	5	3	4	3	0	0	2	3	0
7211	0	5	24	0	0	0	5	0	2	2	0	0	6	9	0	8	0	5	7	1	6	1	6	5	3	4	3	0	0	0	2	0
7212	0	6	11	0	0	0	3	0	5	6	0	0	6	8	0	6	0	3	7	3	3	1	4	3	3	5	3	0	0	0	1	0
7213	0	6	8	0	0	0	2	0	0	7	0	0	2	2	0	5	0	3	0	0	6	1	2	2	1	2	1	0	0	0	4	0
7214	0	0	32	0	0	0	4	2	2	1	0	0	5	7	1	3	0	4	9	2	2	1	7	4	4	2	3	0	0	0	0	0
7215	0	6	33	0	0	0	1	0	7	3	0	0	8	7	0	5	0	1	9	8	3	1	2	8	1	6	0	0	0	0	1	0
7216	3	0	33	0	0	0	4	1	2	3	0	0	6	9	1	6	0	4	3	3	7	1	5	6	3	4	3	0	0	1	2	0
7217	1	0	24	0	0	0	1	0	7	2	0	0	4	7	0	6	0	2	9	0	3	2	2	4	6	4	2	0	0	1	1	0
7218	0	0	37	0	0	0	5	0	2	4	0	0	4	6	0	4	0	6	3	2	4	2	3	3	0	2	3	0	0	0	4	0
7219	4	0	9	0	0	0	4	2	0	4	0	0	4	6	1	5	0	0	3	2	6	3	4	4	2	3	0	0	0	1	4	0
7220	0	5	39	0	0	0	2	0	0	5	0	0	7	9	0	7	0	7	7	2	9	2	7	7	6	0	0	0	0	0	2	0
7221	3	0	39	0	0	0	3	2	3	5	0	0	4	5	1	7	0	1	1	5	6	2	0	4	1	7	2	0	0	1	6	0
7222	4	7	35	0	0	0	4	2	4	5	0	0	5	8	1	6	0	4	1	4	6	0	1	7	1	5	2	0	0	1	0	0
7223	4	6	29	0	0	0	5	2	6	3	0	0	4	7	1	4	0	6	4	1	4	1	3	3	3	3	5	0	0	1	1	0
7224	0	0	7	0	0	0	4	2	1	6	0	0	1	4	1	7	0	5	0	1	8	4	3	1	0	3	1	0	0	0	6	0
7225	0	6	32	0	0	0	2	0	3	1	0	0	6	7	0	6	0	5	6	3	4	1	4	4	2	3	2	0	0	0	2	0
7226	4	0	33	0	0	0	3	0	5	3	0	0	6	9	0	9	0	5	4	6	5	2	4	7	0	4	0	0	0	1	0	0
7227	3	6	9	0	0	0	3	2	5	4	0	0	5	6	1	5	0	5	8	3	5	2	2	5	3	1	2	0	0	1	2	0
7228	3	0	33	0	0	0	2	0	5	3	0	0	7	8	0	5	0	7	8	6	5	2	3	7	1	2	1	0	0	1	2	0
7229	0	6	33	0	0	0	3	0	0	3	0	0	5	9	0	5	0	2	8	5	4	2	0	7	2	6	0	0	0	0	9	0
7230	2	0	33	0	0	0	1	2	2	3	0	0	5	2	1	3	0	7	0	0	5	1	5	1	1	2	5	0	0	1	3	0
7231	2	0	30	0	0	0	4	0	2	2	0	0	5	7	0	4	0	4	2	1	5	2	2	3	2	4	4	0	0	1	2	0
7232	4	6	36	0	0	0	4	2	2	3	0	0	4	5	1	5	0	3	7	2	5	2	4	5	3	6	0	0	0	1	4	0
7233	0	0	1	0	0	0	4	0	0	8	0	0	0	3	0	6	0	6	0	2	5	2	6	0	0	2	4	0	0	0	3	0
7234	4	6	13	0	1	0	4	2	2	6	2	0	3	6	1	6	0	4	3	1	4	2	3	2	2	3	3	0	0	1	4	0
7235	0	0	33	0	0	0	3	0	5	3	0	0	5	6	0	5	0	3	9	6	5	0	4	5	0	6	4	0	1	0	0	0
7236	4	0	33	0	0	0	2	2	2	3	0	0	4	5	1	7	0	5	2	2	4	1	4	3	3	3	3	0	0	1	3	0
7237	0	6	1	0	0	0	3	0	0	8	0	0	2	0	0	5	0	5	0	1	4	2	0	1	0	0	3	0	0	0	8	0
7238	6	6	25	0	0	0	4	0	5	1	0	0	4	8	0	6	0	5	7	2	3	4	3	3	3	4	1	0	1	1	2	0
7239	4	6	2	0	0	0	4	2	3	6	0	0	1	5	1	5	0	5	2	1	4	3	1	1	1	3	1	0	0	1	4	1
7240	0	0	37	0	0	0	4	0	2	4	0	0	3	7	0	4	0	4	2	2	4	3	3	2	3	4	4	0	0	0	3	0
7241	0	6	31	0	0	0	0	0	3	1	0	0	9	6	0	6	0	5	9	4	1	0	6	9	5	3	0	0	0	0	0	0
7242	6	0	3	0	0	0	3	0	4	6	0	0	4	6	0	6	0	5	4	2	3	2	2	4	2	3	2	0	0	4	3	0
7243	0	6	2	0	0	0	1	0	3	6	0	0	4	3	0	6	0	4	3	1	5	1	1	3	0	5	3	0	0	0	4	0
7244	0	0	39	0	0	0	0	0	6	5	0	0	6	7	0	3	0	9	0	3	3	3	3	6	5	0	0	0	0	0	0	0
7245	0	0	36	0	0	0	4	0	0	3	0	0	5	6	0	9	0	4	9	3	5	3	4	5	3	5	0	0	0	0	4	0
7246	4	0	33	0	0	0	3	1	4	3	0	0	5	7	1	5	0	3	5	4	6	0	4	5	2	5	2	0	0	1	2	0
7247	4	0	33	0	0	0	4	2	0	3	0	0	6	7	1	7	0	6	2	2	5	2	4	5	4	2	2	0	0	1	5	0
7248	3	0	13	0	0	0	6	0	1	6	0	0	3	8	0	7	0	4	1	1	5	3	3	3	2	5	4	0	0	1	6	0
7249	2	0	11	0	0	0	4	2	3	6	0	0	1	9	1	8	1	5	8	3	1	1	5	7	2	4	1	0	0	1	2	0
7250	5	0	33	0	0	0	0	0	4	3	0	0	5	6	0	5	0	5	0	3	4	1	2	3	0	4	4	0	0	1	3	0
7251	4	6	33	0	0	0	4	2	0	3	0	0	3	7	1	5	4	5	0	2	6	2	6	3	2	3	3	0	0	1	3	0
7252	0	6	34	0	0	0	2	0	0	6	0	0	7	9	0	5	0	7	2	4	5	0	5	5	2	2	4	0	0	0	4	0
7253	0	0	28	0	0	0	0	0	7	1	0	0	6	0	0	6	0	6	4	3	4	1	0	0	0	2	4	0	0	0	1	0
7254	0	0	33	0	0	0	1	0	4	3	0	0	8	7	0	4	0	4	1	4	3	1	3	6	3	3	3	0	0	0	3	0
7255	0	5	31	0	0	0	3	0	5	1	0	0	9	9	0	2	0	5	7	4	3	0	4	6	3	4	0	0	0	0	0	0
7256	0	0	23	0	0	0	4	0	3	3	0	0	5	8	0	7	0	4	9	4	2	2	6	4	2	1	3	0	0	0	1	0
7257	0	6	1	0	0	0	0	0	1	8	0	0	0	2	0	7	0	5	0	0	5	2	2	0	0	3	1	0	0	0	3	1
7258	3	6	24	0	0	0	2	2	1	2	0	0	5	8	1	7	0	4	9	3	2	2	6	5	4	1	3	0	0	1	3	0
7259	4	0	36	0	0	0	4	0	2	3	0	0	4	2	0	6	0	1	5	3	7	2	3	4	0	6	2	0	0	2	3	0
7260	4	0	29	0	0	0	4	0	1	3	0	0	5	6	0	8	0	5	1	3	2	3	5	3	3	2	1	0	0	1	4	0
7261	4	0	40	0	0	0	1	0	2	3	0	0	5	2	0	3	0	7	0	0	5	1	5	1	1	2	5	0	0	1	3	0
7262	0	5	24	0	0	0	2	2	3	2	0	0	7	8	1	3	0	3	8	4	7	1	5	5	3	5	1	0	0	0	1	0
7263	0	0	36	0	0	0	3	0	7	3	0	0	6	5	0	2	0	4	8	2	2	1	1	4	3	3	2	0	0	0	0	0
7264	4	0	1	0	0	0	2	0	0	8	0	0	1	5	0	7	1	5	0	2	7	3	1	1	1	3	2	0	0	1	4	0
7265	3	0	10	0	0	0	2	0	2	8	0	0	3	5	0	9	0	5	0	1	5	3	4	3	3	4	4	0	0	1	4	0
7266	3	6	31	0	0	0	3	2	6	1	0	0	6	7	1	5	0	8	6	2	5	2	3	4	4	1	2	0	0	1	1	1
7267	0	6	12	0	0	0	3	0	0	7	0	0	2	2	0	6	0	1	0	1	5	3	3	2	2	5	1	0	0	0	4	0
7268	3	6	23	0	0	0	0	2	5	3	0	0	9	8	1	5	0	1	9	3	4	0	4	3	6	6	0	0	0	1	0	0
7269	2	6	1	0	0	0	2	0	0	8	0	0	0	0	0	5	0	7	0	0	5	2	2	0	1	2	0	0	0	1	6	0
7270	3	0	26	0	0	0	2	2	4	1	0	0	8	9	1	5	0	5	9	1	0	1	5	1	7	4	1	0	0	1	1	0
7271	0	0	5	0	0	0	3	0	4	3	0	0	4	6	0	6	0	5	4	2	3	2	2	4	2	3	2	0	0	0	3	0
7272	0	6	9	0	0	0	4	0	4	4	0	0	4	6	0	9	0	3	8	1	4	3	1	5	4	5	2	0	0	0	4	0
7273	4	6	33	0	0	0	2	2	4	3	0	0	6	7	1	5	0	4	4	4	7	1	2	5	1	5	1	0	0	1	4	1
7274	0	0	12	0	0	0	5	0	2	7	0	0	4	5	0	9	0	6	0	2	6	3	4	4	1	3	2	0	0	0	4	0
7275	0	0	33	0	0	0	3	0	0	3	0	0	5	2	0	7	0	7	2	3	4	2	6	6	3	2	0	0	0	0	3	0
